model,run,persona_type,persona_id,subgroup,accuracy,f1_weighted,f1_macro,mean_error,mean_absolute_error,hate_over_flagging_rate,offensive_over_flagging_rate,offensive_to_hate_rate,n_samples
gpt_oss_120b,r1,persona,left-wing,religion,0.7029702970297029,0.6800572437447987,0.5342834698687017,0.40594059405940597,0.44554455445544555,0.42857142857142855,0.17142857142857143,0.7777777777777778,101
gpt_oss_120b,r1,persona,right-wing,religion,0.7128712871287128,0.7019558972725017,0.5864649443903124,0.3069306930693069,0.42574257425742573,0.37142857142857144,0.2,0.4444444444444444,101
gpt_oss_120b,r1,persona,centrist,religion,0.7029702970297029,0.7032604359337034,0.5573463573463574,0.31683168316831684,0.39603960396039606,0.2857142857142857,0.2857142857142857,0.6666666666666666,101
gpt_oss_120b,r1,persona,white,religion,0.7128712871287128,0.7054706838672924,0.5739612264920063,0.33663366336633666,0.4158415841584158,0.37142857142857144,0.17142857142857143,0.6666666666666666,101
gpt_oss_120b,r1,persona,black,religion,0.7128712871287128,0.7045685552064344,0.5703821756414239,0.297029702970297,0.4158415841584158,0.3142857142857143,0.22857142857142856,0.6666666666666666,101
gpt_oss_120b,r1,persona,asian,religion,0.693069306930693,0.6749699737775636,0.5038934233980674,0.36633663366336633,0.44554455445544555,0.4,0.17142857142857143,0.7777777777777778,101
gpt_oss_120b,r1,persona,christian,religion,0.6732673267326733,0.6526302937800657,0.4842950005665956,0.3465346534653465,0.48514851485148514,0.4,0.2,0.7777777777777778,101
gpt_oss_120b,r1,persona,muslim,religion,0.6732673267326733,0.6567185289957567,0.4894736842105263,0.39603960396039606,0.4752475247524752,0.42857142857142855,0.17142857142857143,0.8888888888888888,101
gpt_oss_120b,r1,persona,jewish,religion,0.693069306930693,0.6820352855820904,0.5366583784310858,0.31683168316831684,0.45544554455445546,0.4,0.14285714285714285,0.6666666666666666,101
gpt_oss_120b,r1,persona,atheist,religion,0.6831683168316832,0.6629537953795379,0.5147243107769424,0.40594059405940597,0.46534653465346537,0.42857142857142855,0.2,0.7777777777777778,101
gpt_oss_120b,r1,persona,hindu,religion,0.6831683168316832,0.6629537953795379,0.5147243107769424,0.40594059405940597,0.46534653465346537,0.42857142857142855,0.2,0.7777777777777778,101
gpt_oss_120b,r1,baseline,baseline,other,0.5882352941176471,0.586423602715586,0.5829414389335734,0.5294117647058824,0.6,0.3333333333333333,0.22916666666666666,0.2777777777777778,85
gpt_oss_120b,r1,persona,15,other,0.5411764705882353,0.5320432580186786,0.5312250291966317,0.5647058823529412,0.611764705882353,0.2708333333333333,0.3541666666666667,0.3888888888888889,85
gpt_oss_120b,r1,persona,35,other,0.5529411764705883,0.5489635854341737,0.5349206349206349,0.5647058823529412,0.611764705882353,0.2916666666666667,0.2916666666666667,0.4444444444444444,85
gpt_oss_120b,r1,persona,65,other,0.5647058823529412,0.5650842344760589,0.5380510888985466,0.5294117647058824,0.5764705882352941,0.25,0.2916666666666667,0.5,85
gpt_oss_120b,r1,persona,no_formal_education,other,0.6352941176470588,0.6349068114135352,0.6257525625669548,0.43529411764705883,0.4823529411764706,0.20833333333333334,0.2916666666666667,0.2777777777777778,85
gpt_oss_120b,r1,persona,high_school_education,other,0.5647058823529412,0.5598956824108954,0.5517241379310345,0.5411764705882353,0.5882352941176471,0.2708333333333333,0.3125,0.3888888888888889,85
gpt_oss_120b,r1,persona,higher_education,other,0.5294117647058824,0.5240174395359611,0.5075340741539901,0.6,0.6470588235294118,0.3125,0.2916666666666667,0.5,85
gpt_oss_120b,r1,persona,male,other,0.5647058823529412,0.5624632839926429,0.5451842490085754,0.5647058823529412,0.611764705882353,0.3125,0.25,0.4444444444444444,85
gpt_oss_120b,r1,persona,female,other,0.5647058823529412,0.5624632839926429,0.5451842490085754,0.5647058823529412,0.611764705882353,0.3125,0.25,0.4444444444444444,85
gpt_oss_120b,r1,persona,not_lonely,other,0.5647058823529412,0.5598956824108954,0.5517241379310345,0.5411764705882353,0.5882352941176471,0.2708333333333333,0.3125,0.3888888888888889,85
gpt_oss_120b,r1,persona,somewhat_lonely,other,0.5764705882352941,0.5688393462378549,0.5696116090482288,0.49411764705882355,0.5647058823529412,0.25,0.3333333333333333,0.2777777777777778,85
gpt_oss_120b,r1,persona,left-wing,other,0.5647058823529412,0.5650158592848905,0.5388752723311546,0.5882352941176471,0.6352941176470588,0.3541666666666667,0.1875,0.5,85
gpt_oss_120b,r1,persona,right-wing,other,0.5764705882352941,0.5758491111432289,0.5482040482040483,0.43529411764705883,0.5764705882352941,0.2708333333333333,0.22916666666666666,0.3333333333333333,85
gpt_oss_120b,r1,persona,centrist,other,0.5882352941176471,0.5869308222249399,0.5661815661815662,0.4823529411764706,0.5529411764705883,0.25,0.2708333333333333,0.3888888888888889,85
gpt_oss_120b,r1,persona,white,other,0.5294117647058824,0.5291792606370612,0.5153133162286481,0.5411764705882353,0.611764705882353,0.25,0.3541666666666667,0.4444444444444444,85
gpt_oss_120b,r1,persona,black,other,0.611764705882353,0.6130528718764012,0.5922845922845923,0.4823529411764706,0.5294117647058824,0.25,0.25,0.3888888888888889,85
gpt_oss_120b,r1,persona,asian,other,0.5647058823529412,0.5718494414137189,0.5381525145975531,0.4823529411764706,0.5529411764705883,0.20833333333333334,0.3125,0.5,85
gpt_oss_120b,r1,persona,christian,other,0.5529411764705883,0.5516380940241752,0.5279523293607801,0.5529411764705883,0.6,0.2708333333333333,0.2916666666666667,0.5,85
gpt_oss_120b,r1,persona,muslim,other,0.611764705882353,0.6125251442007058,0.5770523926057325,0.47058823529411764,0.5411764705882353,0.2708333333333333,0.1875,0.4444444444444444,85
gpt_oss_120b,r1,persona,jewish,other,0.6235294117647059,0.6256022408963585,0.5978354978354978,0.4823529411764706,0.5529411764705883,0.3125,0.14583333333333334,0.3888888888888889,85
gpt_oss_120b,r1,persona,atheist,other,0.6,0.6036685641998735,0.5839307048984468,0.5647058823529412,0.5882352941176471,0.3333333333333333,0.1875,0.4444444444444444,85
gpt_oss_120b,r1,persona,hindu,other,0.5764705882352941,0.5762440580555839,0.5665075725671861,0.5058823529411764,0.5764705882352941,0.2708333333333333,0.2916666666666667,0.3333333333333333,85
gpt_oss_120b,r1,baseline,baseline,none,0.4013605442176871,0.509891002259666,0.28732965223287804,0.8129251700680272,0.8333333333333334,0.25842696629213485,0.36329588014981273,0.3888888888888889,294
gpt_oss_120b,r1,persona,15,none,0.43197278911564624,0.5394564348063213,0.30670804854052214,0.782312925170068,0.8027210884353742,0.25842696629213485,0.3333333333333333,0.3333333333333333,294
gpt_oss_120b,r1,persona,35,none,0.3979591836734694,0.5079175109979884,0.27985397796718553,0.8537414965986394,0.8809523809523809,0.30711610486891383,0.3146067415730337,0.3888888888888889,294
gpt_oss_120b,r1,persona,65,none,0.3843537414965986,0.49838781510368035,0.2672602040112082,0.8231292517006803,0.8503401360544217,0.25842696629213485,0.3707865168539326,0.5,294
gpt_oss_120b,r1,persona,no_formal_education,none,0.41836734693877553,0.5239194396970611,0.30087940156905674,0.7755102040816326,0.8027210884353742,0.24344569288389514,0.36329588014981273,0.2777777777777778,294
gpt_oss_120b,r1,persona,high_school_education,none,0.40816326530612246,0.5226971566746884,0.280974626625175,0.8095238095238095,0.8367346938775511,0.2696629213483146,0.33707865168539325,0.4444444444444444,294
gpt_oss_120b,r1,persona,higher_education,none,0.41156462585034015,0.5234795216788015,0.28707240471946355,0.8299319727891157,0.8503401360544217,0.2883895131086142,0.31835205992509363,0.4444444444444444,294
gpt_oss_120b,r1,persona,male,none,0.42857142857142855,0.5398220857359826,0.29558450324850233,0.8095238095238095,0.8367346938775511,0.29213483146067415,0.2958801498127341,0.3888888888888889,294
gpt_oss_120b,r1,persona,female,none,0.41836734693877553,0.5330779400780596,0.2858002403870979,0.8299319727891157,0.8503401360544217,0.2958801498127341,0.299625468164794,0.5,294
gpt_oss_120b,r1,persona,not_lonely,none,0.42857142857142855,0.5363627357837254,0.3044310935707925,0.8197278911564626,0.8401360544217688,0.2958801498127341,0.299625468164794,0.3333333333333333,294
gpt_oss_120b,r1,persona,somewhat_lonely,none,0.3945578231292517,0.5027327953781553,0.28063062025326174,0.8027210884353742,0.8367346938775511,0.2546816479400749,0.3707865168539326,0.3333333333333333,294
gpt_oss_120b,r1,persona,left-wing,none,0.41156462585034015,0.5337261888882536,0.26812947401182696,0.8367346938775511,0.8639455782312925,0.30337078651685395,0.2883895131086142,0.6111111111111112,294
gpt_oss_120b,r1,persona,right-wing,none,0.4387755102040816,0.5526774338354784,0.2905459742669045,0.7482993197278912,0.8027210884353742,0.26591760299625467,0.30337078651685395,0.2777777777777778,294
gpt_oss_120b,r1,persona,centrist,none,0.391156462585034,0.5086117511520737,0.2647401433691756,0.8163265306122449,0.8503401360544217,0.26591760299625467,0.352059925093633,0.5,294
gpt_oss_120b,r1,persona,white,none,0.3945578231292517,0.5160555407302634,0.2633818660645325,0.8027210884353742,0.8299319727891157,0.24719101123595505,0.36329588014981273,0.6111111111111112,294
gpt_oss_120b,r1,persona,black,none,0.42857142857142855,0.5385091606377642,0.3090948400750754,0.717687074829932,0.7380952380952381,0.18352059925093633,0.40823970037453183,0.3888888888888889,294
gpt_oss_120b,r1,persona,asian,none,0.40816326530612246,0.5247964416535845,0.2781880341880342,0.8061224489795918,0.826530612244898,0.25842696629213485,0.3445692883895131,0.5555555555555556,294
gpt_oss_120b,r1,persona,christian,none,0.41496598639455784,0.5305167345983672,0.28038428038428037,0.8061224489795918,0.8333333333333334,0.27340823970037453,0.32209737827715357,0.5,294
gpt_oss_120b,r1,persona,muslim,none,0.4489795918367347,0.5649111565900962,0.29744611059044046,0.7346938775510204,0.7687074829931972,0.2397003745318352,0.31835205992509363,0.4444444444444444,294
gpt_oss_120b,r1,persona,jewish,none,0.4523809523809524,0.5637151074501466,0.3078218132875627,0.7346938775510204,0.7687074829931972,0.24344569288389514,0.31835205992509363,0.3333333333333333,294
gpt_oss_120b,r1,persona,atheist,none,0.41156462585034015,0.5301548460968546,0.2780935093509351,0.8231292517006803,0.8435374149659864,0.2808988764044944,0.31835205992509363,0.5555555555555556,294
gpt_oss_120b,r1,persona,hindu,none,0.4013605442176871,0.5138586565993689,0.2806855327177043,0.7925170068027211,0.8197278911564626,0.24344569288389514,0.3707865168539326,0.4444444444444444,294
gpt_oss_120b,r1,baseline,baseline,all,0.52,0.5257053389661875,0.4856733828929265,0.568,0.644,0.2591362126245847,0.3588039867109635,0.52,500
gpt_oss_120b,r1,persona,15,all,0.536,0.5433194638012976,0.49636522381411224,0.568,0.624,0.26245847176079734,0.33222591362126247,0.5333333333333333,500
gpt_oss_120b,r1,persona,35,all,0.514,0.5162738713187304,0.4718669924500552,0.618,0.67,0.30564784053156147,0.31893687707641194,0.56,500
gpt_oss_120b,r1,persona,65,all,0.506,0.5111595657299847,0.4658255901115888,0.598,0.658,0.2691029900332226,0.36212624584717606,0.5733333333333334,500
gpt_oss_120b,r1,persona,no_formal_education,all,0.542,0.5491094245204337,0.5089410749267801,0.552,0.608,0.24584717607973422,0.3521594684385382,0.48,500
gpt_oss_120b,r1,persona,high_school_education,all,0.514,0.5261759598256552,0.4730882956491788,0.576,0.648,0.2691029900332226,0.33554817275747506,0.5733333333333334,500
gpt_oss_120b,r1,persona,higher_education,all,0.524,0.53273154383516,0.47828385909535814,0.584,0.648,0.2823920265780731,0.3122923588039867,0.5866666666666667,500
gpt_oss_120b,r1,persona,male,all,0.528,0.5334261275685414,0.47899710205536916,0.59,0.654,0.29900332225913623,0.292358803986711,0.5733333333333334,500
gpt_oss_120b,r1,persona,female,all,0.526,0.5330834810874704,0.4771227344365642,0.596,0.656,0.29900332225913623,0.292358803986711,0.6,500
gpt_oss_120b,r1,persona,not_lonely,all,0.534,0.5381580381323062,0.4916573592983853,0.594,0.646,0.29900332225913623,0.29900332225913623,0.5333333333333333,500
gpt_oss_120b,r1,persona,somewhat_lonely,all,0.512,0.519013774195978,0.4769134593658206,0.568,0.644,0.25249169435215946,0.37209302325581395,0.52,500
gpt_oss_120b,r1,persona,left-wing,all,0.528,0.5324775439614149,0.4762334439753795,0.62,0.66,0.3122923588039867,0.2823920265780731,0.6266666666666667,500
gpt_oss_120b,r1,persona,right-wing,all,0.55,0.5591938726618146,0.5088448759880334,0.53,0.614,0.2691029900332226,0.2956810631229236,0.4666666666666667,500
gpt_oss_120b,r1,persona,centrist,all,0.524,0.5319188075630467,0.4841267397951767,0.574,0.63,0.2558139534883721,0.3521594684385382,0.5466666666666666,500
gpt_oss_120b,r1,persona,white,all,0.52,0.5305438005079659,0.4775763872854614,0.574,0.63,0.24916943521594684,0.3554817275747508,0.5866666666666667,500
gpt_oss_120b,r1,persona,black,all,0.538,0.5520487050537342,0.5037669870230005,0.518,0.586,0.19933554817275748,0.38870431893687707,0.52,500
gpt_oss_120b,r1,persona,asian,all,0.52,0.5286706020547254,0.47560265007197255,0.574,0.634,0.2558139534883721,0.3488372093023256,0.5733333333333334,500
gpt_oss_120b,r1,persona,christian,all,0.526,0.5317187231680385,0.4722382502766637,0.578,0.646,0.27906976744186046,0.3089700996677741,0.6,500
gpt_oss_120b,r1,persona,muslim,all,0.546,0.558860168631575,0.4974653428464244,0.538,0.598,0.23920265780730898,0.3222591362126246,0.5733333333333334,500
gpt_oss_120b,r1,persona,jewish,all,0.558,0.5682598820515957,0.5121335262365748,0.522,0.594,0.24916943521594684,0.3023255813953488,0.5066666666666667,500
gpt_oss_120b,r1,persona,atheist,all,0.534,0.5410733822368109,0.48935534306962875,0.6,0.644,0.2956810631229236,0.2956810631229236,0.5866666666666667,500
gpt_oss_120b,r1,persona,hindu,all,0.528,0.5352771124368234,0.49079206726831837,0.57,0.626,0.25249169435215946,0.3554817275747508,0.5333333333333333,500
gpt_oss_120b,r2,baseline,baseline,gender,0.4859154929577465,0.4642967361277221,0.4802086802086802,0.5704225352112676,0.6408450704225352,0.2857142857142857,0.3968253968253968,0.5208333333333334,142
gpt_oss_120b,r2,persona,15,gender,0.4788732394366197,0.4579694270925589,0.4727673829820869,0.5845070422535211,0.6408450704225352,0.2698412698412698,0.4126984126984127,0.5625,142
gpt_oss_120b,r2,persona,35,gender,0.45774647887323944,0.4359130307813232,0.44747889434380594,0.6549295774647887,0.7112676056338029,0.38095238095238093,0.31746031746031744,0.6041666666666666,142
gpt_oss_120b,r2,persona,65,gender,0.47183098591549294,0.44729141171910036,0.464112250404749,0.6197183098591549,0.676056338028169,0.3333333333333333,0.38095238095238093,0.5416666666666666,142
gpt_oss_120b,r2,persona,no_formal_education,gender,0.4859154929577465,0.47371603357518843,0.4806397306397307,0.5915492957746479,0.647887323943662,0.30158730158730157,0.3492063492063492,0.5833333333333334,142
gpt_oss_120b,r2,persona,high_school_education,gender,0.4859154929577465,0.46408572017808836,0.47938558713752516,0.6056338028169014,0.6619718309859155,0.3333333333333333,0.36507936507936506,0.5208333333333334,142
gpt_oss_120b,r2,persona,higher_education,gender,0.45774647887323944,0.4320969726520679,0.4497506124957105,0.6126760563380281,0.6690140845070423,0.2857142857142857,0.42857142857142855,0.5833333333333334,142
gpt_oss_120b,r2,persona,male,gender,0.45774647887323944,0.43403877182128087,0.4497559575078955,0.6056338028169014,0.6619718309859155,0.2698412698412698,0.42857142857142855,0.6041666666666666,142
gpt_oss_120b,r2,persona,female,gender,0.4295774647887324,0.4018207561554965,0.41666788859291115,0.6830985915492958,0.7253521126760564,0.3492063492063492,0.38095238095238093,0.6666666666666666,142
gpt_oss_120b,r2,persona,not_lonely,gender,0.4859154929577465,0.46767558211220184,0.4792368125701459,0.5915492957746479,0.647887323943662,0.30158730158730157,0.36507936507936506,0.5625,142
gpt_oss_120b,r2,persona,somewhat_lonely,gender,0.44366197183098594,0.415130071896759,0.43497431178590595,0.6197183098591549,0.676056338028169,0.2698412698412698,0.4603174603174603,0.6041666666666666,142
gpt_oss_120b,r2,persona,left-wing,gender,0.4154929577464789,0.38497312939231093,0.3994927721674311,0.6901408450704225,0.7464788732394366,0.36507936507936506,0.36507936507936506,0.6875,142
gpt_oss_120b,r2,persona,right-wing,gender,0.5070422535211268,0.499443998485936,0.5055227355367607,0.49295774647887325,0.6197183098591549,0.2698412698412698,0.3492063492063492,0.4791666666666667,142
gpt_oss_120b,r2,persona,centrist,gender,0.4788732394366197,0.45579307301674504,0.47314447659533937,0.5845070422535211,0.6408450704225352,0.2698412698412698,0.42857142857142855,0.5416666666666666,142
gpt_oss_120b,r2,persona,white,gender,0.45774647887323944,0.43432093618795226,0.44880197322057785,0.6197183098591549,0.676056338028169,0.30158730158730157,0.3968253968253968,0.6041666666666666,142
gpt_oss_120b,r2,persona,black,gender,0.5211267605633803,0.5098562229842178,0.5216145538310486,0.4859154929577465,0.5563380281690141,0.1746031746031746,0.4444444444444444,0.5,142
